0 0 0 0 0 0  0 0 0 100 1 0
2 -15.9994 -18.175 0 0 0  0 0 0 72.035 0 0
1 0 0 0 0 0  0 0 0 18.4165 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.672 -24.9293 -1.92579 0 0  0 0 0 77.4746 0 0
1 0 0 0 0 0  0 0 0 13.4558 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.8153 -13.4083 0 0 0  0 0 0 68.3483 0 0
1 0 0 0 0 0  0 0 0 22.4869 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -15.4921 -25.1275 -1.86348 0 0  0 0 0 77.3889 0 0
1 0 0 0 0 0  0 0 0 13.4378 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -17.0246 -7.03736 0 0 0  0 0 0 63.8105 0 0
1 0 0 0 0 0  0 0 0 26.7209 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.1009 -25.7531 -7.66395 0 0  0 0 0 81.3446 0 0
1 0 0 0 0 0  0 0 0 9.26362 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -17.7868 -6.48166 0 0 0  0 0 0 63.8689 0 0
1 0 0 0 0 0  0 0 0 26.8307 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.5272 -15.1303 0 0 0  0 0 0 69.0601 0 0
1 0 0 0 0 0  0 0 0 21.5983 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -17.1131 -14.6267 0 0 0  0 0 0 69.4925 0 0
1 0 0 0 0 0  0 0 0 21.2134 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.7987 -14.6077 0 0 0  0 0 0 69.4544 0 0
1 0 0 0 0 0  0 0 0 21.1993 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -15.1754 -24.7024 -1.24547 0 0  0 0 0 75.8234 0 0
1 0 0 0 0 0  0 0 0 14.6319 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -15.2042 -25.7244 -4.52501 0 0  0 0 0 80.0419 0 0
1 0 0 0 0 0  0 0 0 10.4582 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.9296 -25.5953 -3.79229 0 0  0 0 0 79.5513 0 0
1 0 0 0 0 0  0 0 0 11.4331 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.4843 -25.9141 -6.27616 0 0  0 0 0 81.0441 0 0
1 0 0 0 0 0  0 0 0 9.71424 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -15.0377 -25.556 -3.37243 0 0  0 0 0 79.2128 0 0
1 0 0 0 0 0  0 0 0 11.3765 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -15.1465 -25.5514 -3.7425 0 0  0 0 0 79.2236 0 0
1 0 0 0 0 0  0 0 0 11.377 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.6997 -25.2278 -5.83927 0 0  0 0 0 79.7766 0 0
1 0 0 0 0 0  0 0 0 10.7386 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.5428 -24.5191 -11.098 0 0  0 0 0 83.7416 0 0
1 0 0 0 0 0  1.28012 10.8 -298.084 6.90556 0 5.97713
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.4236 -25.0253 -10.3013 0 0  0 0 0 83.689 0 0
1 0 0 0 0 0  1.28268 10.8 -297.925 6.90027 0 6.04631
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.9301 -11.0331 0 0 0  0 0 0 66.8516 0 0
1 0 0 0 0 0  0 0 0 23.8593 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.6307 -15.4025 0 0 0  0 0 0 69.8422 0 0
1 0 0 0 0 0  0 0 0 20.7599 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -17.0645 -14.8929 0 0 0  0 0 0 69.938 0 0
1 0 0 0 0 0  0 0 0 20.7929 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.7342 -11.6818 0 0 0  0 0 0 66.7263 0 0
1 0 0 0 0 0  0 0 0 23.8074 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.5038 -15.1258 0 0 0  0 0 0 69.3751 0 0
1 0 0 0 0 0  0 0 0 21.2354 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.9702 -9.9567 0 0 0  0 0 0 65.453 0 0
1 0 0 0 0 0  0 0 0 25.1942 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.0528 -24.2216 -13.9575 0 0  0 0 0 85.3853 0 0
1 0 0 0 0 0  -2.39809 -10.8 -513.825 5.1561 0 4.27753
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.6087 -15.5236 0 0 0  0 0 0 69.4677 0 0
1 0 0 0 0 0  0 0 0 21.2694 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.6485 -24.9993 -9.38413 0 0  0 0 0 82.4408 0 0
1 0 0 0 0 0  10.8 -8.07411 -253.714 8.29016 0 7.48279
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.8118 -24.1957 -8.76796 0 0  0 0 0 82.2313 0 0
1 0 0 0 0 0  10.8 -8.13378 -252.958 8.26502 0 7.30261
0 0 0 0 0 0  0 0 0 100 1 0
2 -14.65 -25.3918 -7.54424 0 0  0 0 0 82.3943 0 0
1 0 0 0 0 0  10.8 -8.08835 -253.364 8.28307 0 7.43086
0 0 0 0 0 0  0 0 0 100 1 0
2 -15.9767 -19.3343 0 0 0  0 0 0 71.4013 0 0
1 0 0 0 0 0  0 0 0 19.3409 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -16.077 -18.8372 0 0 0  0 0 0 71.3327 0 0
1 0 0 0 0 0  0 0 0 19.3196 0 0
0 0 0 0 0 0  0 0 0 100 1 0
2 -15.9812 -18.9124 0 0 0  0 0 0 71.2738 0 0
1 0 0 0 0 0  0 0 0 19.3016 0 0
