0.	0	19157.9801301013	-39.08118306527772
0.	1	19158.24226194768	-40.333466634228415
0.	2	19158.65026939322	-41.14479075453527
0.	3	19159.487595424827	-40.533399813412956
0.	4	19160.40315517458	-39.66318496524713
0.	5	19161.35305436922	-38.659276809903204
0.	6	19162.29339873549	-37.64680594724658
0.	7	19163.216732666842	-36.937529829393675
0.	8	19164.234669033598	-37.453035439582806
0.	9	19165.044260208648	-37.99166740144707
0.	10	19165.543257533038	-38.37968436649673
0.	11	19165.62941234781	-38.44334498624208
0.	12	19164.989346318875	-37.71449413648143
0.	13	19162.61978515534	-34.7629382048069
0.	14	19159.919464053273	-31.508011218071015
0.	15	19157.124246134535	-28.24745820666416
0.	16	19154.469994520998	-25.27902420097673
0.	17	19152.420539063678	-23.25576841151142
0.	18	19152.184623016306	-23.991789187808717
0.	19	19152.37742600514	-25.258797039270412
0.	20	19152.8697358176	-26.78552219478585
0.	21	19153.53234024112	-28.30069488324439
0.	22	19154.14848037513	-29.240811118191434
0.	23	19154.215326182733	-28.08745044551813
0.	24	19154.22606097751	-26.646923324487645
0.	25	19154.191673428486	-25.115955924886446
0.	26	19154.123152204676	-23.69127441650099
0.	27	19154.0406236823	-22.830847849155457
0.	28	19153.994072983176	-23.84629318625538
0.	29	19153.929526089392	-25.077083016744574
0.	30	19153.84333816828	-26.30157837372613
0.	31	19153.731864387184	-27.298140290303156
0.	32	19153.611162402114	-27.541652851327612
0.	33	19153.56167052644	-25.515346460382826
0.	34	19153.439673056924	-23.155090323660687
0.	35	19153.209972781886	-20.72524599193202
0.	36	19152.83737248965	-18.490175015967644
0.	37	19152.298817720362	-17.060181988797783
0.	38	19151.610932166426	-18.175989129380273
0.	39	19150.652192170368	-19.642545682546277
0.	40	19149.36795461626	-21.17020572472467
0.	41	19147.70357638818	-22.46932333234432
0.	42	19145.672950558874	-22.88189317730471
0.	43	19143.513921852747	-20.546243683915385
0.	44	19140.684602939542	-17.791505842259312
0.	45	19137.02059402044	-14.917939691378738
0.	46	19132.357495296616	-12.22580527031591
0.	47	19126.50527786254	-10.356013381914348
0.	48	19119.190166095952	-11.062599189524018
0.	49	19110.429965164563	-12.224034812855749
0.	50	19100.101318779456	-13.595048089888795
0.	51	19088.0808706517	-14.930366858602426
0.	52	19074.203137219727	-15.695221356600726
0.	53	19058.164978123845	-14.408867628769563
0.	54	19040.142532425823	-12.884158331129179
0.	55	19020.079908190888	-11.339434714330508
0.	56	18997.921213484267	-9.99303802902449
0.	57	18974.221122094794	-9.471046221762592
0.	58	18951.529417327703	-11.731874333587854
0.	59	18925.449513345542	-14.095141788194951
0.	60	18894.947733049128	-16.12622345304908
0.	61	18858.99039933928	-17.390494195615474
0.	62	18815.79923775117	-16.690762926291143
0.	63	18761.16289703125	-10.338046862909408
