0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.0332782 0.195791 140.025 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.00991626 -0.288497 140.025 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.134843 0.563578 140.025 1.33936 6.76149 140.015 -26.7171 -75.0532 140.025 125.077 103.309 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.541018 -0.408146 140.025 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -1.01832 -0.105074 140.025 -1.14194 3.62636 140.015 -18.6646 -51.6836 140.025 137.345 102.938 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.322243 0.291992 140.025 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.992201 -0.0817344 140.025 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.166712 0.12724 140.025 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.183704 -0.448787 140.025 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.936287 -0.0130105 140.025 9.26994 4.02887 140.016 -150.93 9.23451 140.025 96.9856 44.244 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.015079 -0.366466 140.025 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.0706763 0.728449 140.025 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.300562 -1.04814 140.025 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.450955 0.68574 140.025 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.428556 0.373824 140.025 -5.78289 0.823091 140.015 60.424 -10.7224 140.025 133.555 201.128 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.280006 -0.0156115 140.025 -7.32256 6.36821 140.017 36.5825 -178.605 140.025 90.4796 156.798 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.114859 -0.342971 140.025 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -1.08645 0.0918272 140.025 -6.07098 0.987585 140.014 36.5037 -7.40286 140.025 155.712 190.008 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.338982 0.667049 140.025 3.89213 1.42158 140.015 -43.642 -3.76162 140.025 147.874 33.2568 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -1.014 0.36175 140.025 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.277812 0.648248 140.025 -2.51746 -6.76883 140.017 133.981 62.6522 140.025 81.6957 272.372 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.718565 0.407828 140.025 -0.14015 9.61799 140.017 -164.392 -124.46 140.025 78.7897 116.435 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.165418 0.266691 140.025 -10.9046 -2.4645 140.016 166.398 0.177069 140.025 102.107 219.712 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.386536 -0.865768 140.025 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.712769 -0.63077 140.025 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 0.0244335 -0.00175621 140.025 -6.72776 -0.639649 140.016 87.5145 -14.7012 140.025 123.094 202.14 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.323533 -0.436424 140.025 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.0983728 -0.280414 140.025 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 0 -0.0396137 0.300071 140.025 -2.01087 7.94858 140.018 -91.6339 45.5468 140.025 66.2373 122.882 
