============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Ne(100 MeV) ==> Carbon Tetrafluoride (IC(  400 mm) ========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  994 10 .3038067E+08   4000000E+03  .3135E+08  .1051E+07   .9997745  .0208200  .0041744
T  995 10 .3001627E+08   4000000E+03 -.4586E+08  .1955E+08   .9997408 -.0220967  .0054920
T  996 10 .2995863E+08   4000000E+03 -.4084E+07 -.5197E+07   .9999486  .0088664 -.0049082
T  997 10 .3038435E+08   4000000E+03  .5841E+07  .9100E+07   .9999002  .0120504  .0073803
T  998 10 .3114700E+08   4000000E+03  .1355E+08 -.4068E+07   .9999451  .0104750 -.0002482
T  999 10 .3032606E+08   4000000E+03  .2035E+07 -.6582E+07   .9998862 -.0096542 -.0115910
T 1000 10 .3021374E+08   4000000E+03 -.4270E+07 -.7357E+07   .9998623 -.0162277 -.0034643
T 1001 10 .3087539E+08   4000000E+03 -.1167E+08 -.2565E+08   .9997377 -.0029740 -.0227095
T 1002 10 .3103795E+08   4000000E+03  .8444E+07 -.9912E+06   .9999829 -.0026347  .0052265
T 1003 10 .3055637E+08   4000000E+03  .1954E+08  .3169E+08   .9988065  .0214157  .0438962
T 1004 10 .3046990E+08   4000000E+03  .1753E+08  .1008E+08   .9998560 -.0132507  .0106063
T 1005 10 .3050298E+08   4000000E+03 -.3975E+07  .1425E+08   .9999832 -.0041477 -.0040385
T 1006 10 .3093582E+08   4000000E+03 -.1985E+08  .8849E+07   .9998634  .0126577 -.0106325
T 1007 10 .3059724E+08   4000000E+03 -.2804E+07 -.1355E+07   .9999529  .0043419  .0086830
T 1008 10 .3042048E+08   4000000E+03  .2159E+06 -.2588E+08   .9998683  .0107879 -.0121230
T 1009 10 .2998841E+08   4000000E+03  .1548E+08  .3747E+07   .9999332  .0106915  .0043854
T 1010 10 .3004275E+08   4000000E+03 -.1879E+07  .7504E+07   .9999991  .0004635  .0012913
T 1011 10 .3055386E+08   4000000E+03  .2369E+07  .4199E+08   .9999527 -.0046658 -.0085302
T 1012 10 .3002070E+08   4000000E+03 -.3650E+08  .4225E+08   .9998220 -.0187841 -.0017833
T 1013 10 .3050026E+08   4000000E+03  .1365E+06 -.1132E+08   .9999029  .0112936 -.0081598
T 1014 10 .3008048E+08   4000000E+03 -.5493E+07 -.3935E+08   .9993207  .0006615 -.0368464
T 1015 10 .3015664E+08   4000000E+03  .2090E+08 -.8256E+07   .9992568  .0137704 -.0360040
T 1016 10 .3020492E+08   4000000E+03  .1336E+08  .7269E+06   .9999801  .0053836 -.0033005
T 1017 10 .2997986E+08   4000000E+03 -.2457E+08  .3260E+07   .9999308 -.0067750  .0096179
T 1018 10 .3008051E+08   4000000E+03 -.2137E+08  .7754E+07   .9999662 -.0069132  .0044506
T 1019 10 .2999896E+08   4000000E+03  .1998E+08  .3129E+08   .9978264  .0389626  .0531454
T 1020 10 .3073541E+08   4000000E+03  .1043E+08 -.6797E+07   .9999698  .0074529 -.0022023
T 1021 10 .3122261E+08   4000000E+03 -.3408E+08  .3252E+08   .9996523 -.0190468  .0182343
T 1022 10 .3072877E+08   4000000E+03  .5789E+06 -.3262E+07   .9999151  .0071096 -.0109167
T 1023 10 .3070052E+08   4000000E+03 -.6220E+06 -.1573E+07   .9999898 -.0039049 -.0022536
T 1024 10 .3112129E+08   4000000E+03 -.1545E+08 -.1188E+08   .9998650 -.0080058  .0143486
T 1025 10 .3130840E+08   4000000E+03 -.8867E+07  .3257E+08   .9997029  .0008822  .0243565
T 1026 10 .3037631E+08   4000000E+03  .1418E+08  .1420E+08   .9999626  .0033954  .0079528
T 1027 10 .3094515E+08   4000000E+03 -.1064E+08  .2959E+08   .9998679 -.0105085  .0123965
T 1028 10 .3064795E+08   4000000E+03  .1280E+07  .3056E+08   .9993106 -.0085448  .0361293
T 1029 10 .2993350E+08   4000000E+03  .7030E+07  .3306E+08   .9997912  .0092924  .0181986
T 1030 10 .3085213E+08   4000000E+03  .4300E+07  .7567E+06   .9999959 -.0010162 -.0026905
T 1031 10 .3037328E+08   4000000E+03  .2568E+08 -.7765E+07   .9999922  .0021247 -.0033397
T 1032 10 .3075355E+08   4000000E+03  .1310E+08 -.2004E+07   .9999944 -.0030018  .0014946
T 1033 10 .3105835E+08   4000000E+03  .6285E+07 -.1590E+08   .9999193 -.0066799 -.0108035
T 1034 10 .3012129E+08   4000000E+03 -.1255E+08  .2648E+07   .9998950 -.0108166  .0096397
T 1035 10 .3017352E+08   4000000E+03  .8947E+07  .2735E+08   .9998617  .0087151  .0141645
T 1036 10 .3087445E+08   4000000E+03  .4521E+08  .2170E+08   .9999196 -.0121484  .0036290
T 1037 10 .3097656E+08   4000000E+03  .3273E+08 -.3637E+08   .9994512  .0231115 -.0237325
T 1038 10 .3073584E+08   4000000E+03  .1049E+08 -.2222E+07   .9999453  .0097004  .0039181
T 1039 10 .3094905E+08   4000000E+03 -.4065E+07  .1948E+08   .9999975 -.0017417  .0013662
T 1040 10 .2956701E+08   4000000E+03 -.4605E+08  .3197E+08   .9912434 -.1262536 -.0386849
T 1041 10 .3005840E+08   4000000E+03 -.8591E+07  .3144E+08   .9996064 -.0142286  .0241777
T 1042 10 .3036325E+08   4000000E+03  .3041E+08  .5522E+07   .9997622  .0148515 -.0159695
T 1043 10 .3025507E+08   4000000E+03  .2010E+08 -.1385E+06   .9999322  .0110831 -.0035697
T 1044 10 .3044957E+08   4000000E+03  .1384E+08 -.1556E+08   .9996592  .0166927 -.0200688
T 1045 10 .3095941E+08   4000000E+03 -.3726E+08 -.9282E+07   .9993804 -.0337012 -.0101462
T 1046 10 .3038116E+08   4000000E+03 -.1580E+08 -.6994E+06   .9999995 -.0008201 -.0005010
T 1047 10 .3108643E+08   4000000E+03  .1210E+08 -.2843E+08   .9998680  .0162081  .0011518
T 1048 10 .3044970E+08   4000000E+03 -.2693E+07  .1233E+08   .9998549  .0168308 -.0026293
T 1049 10 .3031715E+08   4000000E+03  .8732E+07  .1526E+08   .9999222 -.0062439  .0108010
T 1050 10 .3044975E+08   4000000E+03  .1836E+08 -.3013E+08   .9998970  .0100687 -.0102305
T 1051 10 .3054019E+08   4000000E+03 -.4240E+08 -.1368E+08   .9999170 -.0127146  .0020904
T 1052 10 .3074620E+08   4000000E+03  .1508E+07  .1364E+08   .9999644 -.0016367  .0082741
T 1053 10 .2971748E+08   4000000E+03  .2325E+08 -.9518E+07   .9998627  .0148211 -.0074150
T 1054 10 .3095368E+08   4000000E+03 -.6598E+07 -.2176E+08   .9999225 -.0123843 -.0013022
T 1055 10 .3017551E+08   4000000E+03  .2473E+08  .4253E+08   .9998229 -.0045197  .0182699
T 1056 10 .3039822E+08   4000000E+03  .5921E+06  .1783E+08   .9996191  .0196273  .0194003
T 1057 10 .3014135E+08   4000000E+03 -.3423E+08  .1133E+08   .9996872 -.0242928 -.0059504
T 1058 10 .2880291E+08   4000000E+03  .7834E+08  .1093E+09   .9971912  .0426690  .0615548
T 1059 10 .3055277E+08   4000000E+03  .2082E+08 -.1007E+08   .9999851  .0042359 -.0034470
T 1060 10 .3037002E+08   4000000E+03 -.2943E+07  .1107E+07   .9998573  .0091500  .0141999
T 1061 10 .3113318E+08   4000000E+03 -.1815E+08 -.7219E+07   .9996674 -.0179854  .0184804
T 1062 10 .3065864E+08   4000000E+03 -.9931E+07 -.4841E+07   .9999935 -.0025675  .0025184
T 1063 10 .3067199E+08   4000000E+03  .2380E+07 -.9974E+07   .9999902 -.0027671 -.0034437
T 1064 10 .3065397E+08   4000000E+03 -.5429E+07  .1932E+08   .9999158 -.0009405  .0129402
T 1065 10 .3057713E+08   4000000E+03  .2706E+08 -.2076E+08   .9996164  .0155174 -.0229393
T 1066 10 .3143522E+08   4000000E+03 -.4668E+08 -.1254E+07   .9993834 -.0208982 -.0282148
T 1067 10 .3028947E+08   4000000E+03  .5555E+07  .4201E+08   .9998680  .0034304  .0158830
T 1068 10 .3003917E+08   4000000E+03  .5438E+07 -.2501E+08   .9997513 -.0013718 -.0222602
T 1069 10 .3113076E+08   4000000E+03  .2829E+08 -.1564E+07   .9994332  .0307230  .0137630
T 1070 10 .3078557E+08   4000000E+03  .6422E+07  .1953E+07   .9999229  .0054403  .0111605
T 1071 10 .3039325E+08   4000000E+03  .1839E+08 -.1677E+08   .9998558  .0000138 -.0169829
T 1072 10 .2956110E+08   4000000E+03 -.3147E+07  .3326E+08   .9996073  .0090453  .0265204
T 1073 10 .3112054E+08   4000000E+03  .2112E+08 -.7574E+07   .9999790  .0062309 -.0018074
T 1074 10 .3076399E+08   4000000E+03 -.2419E+08 -.1338E+08   .9999664  .0002092 -.0081944
T 1075 10 .3077641E+08   4000000E+03  .1942E+08 -.5538E+08   .9985763  .0392935 -.0360759
T 1076 10 .3041024E+08   4000000E+03 -.2554E+07  .2138E+08   .9998572  .0082402  .0147567
T 1077 10 .2972558E+08   4000000E+03 -.2968E+08  .3060E+07   .9999730 -.0063177  .0037653
T 1078 10 .3007718E+08   4000000E+03  .2512E+08 -.1557E+08   .9999841  .0024698 -.0050715
T 1079 10 .3060583E+08   4000000E+03  .2927E+07  .2623E+08   .9997264  .0030358  .0231940
T 1080 10 .3070171E+08   4000000E+03  .1056E+08 -.1313E+08   .9999349 -.0002643 -.0114085
T 1081 10 .3063841E+08   4000000E+03 -.1125E+08 -.1132E+08   .9998118 -.0176067  .0081418
T 1082 10 .3003792E+08   4000000E+03  .1198E+08  .1274E+08   .9998496  .0154199  .0079435
T 1083 10 .3057797E+08   4000000E+03 -.2953E+08 -.9260E+07   .9999071 -.0107456 -.0083840
T 1084 10 .3061900E+08   4000000E+03 -.1272E+08  .2044E+08   .9998597 -.0137867  .0095133
T 1085 10 .3117487E+08   4000000E+03  .2576E+08  .8712E+07   .9998105  .0182102  .0068817
T 1086 10 .3046150E+08   4000000E+03  .6105E+07  .3773E+08   .9995576 -.0056308  .0292059
T 1087 10 .3116256E+08   4000000E+03 -.1173E+08 -.1903E+08   .9998538 -.0162075 -.0054488
T 1088 10 .3069100E+08   4000000E+03  .7692E+07 -.6125E+08   .9994627  .0162220 -.0284811
T 1089 10 .3053460E+08   4000000E+03 -.7254E+07  .1885E+08   .9999828 -.0058189 -.0007004
T 1090 10 .3049592E+08   4000000E+03  .3957E+08  .9610E+06   .9997430  .0226637 -.0005646
T 1091 10 .3027346E+08   4000000E+03  .4018E+08  .2663E+08   .9998918  .0097625  .0110043
T 1092 10 .3051569E+08   4000000E+03  .1246E+08 -.1273E+07   .9998880  .0058484 -.0137760
T 1093 10 .3117053E+08   4000000E+03  .3405E+08  .2256E+08   .9999855  .0047321  .0025612
T 1094 10 .3040545E+08   4000000E+03 -.1348E+08  .3462E+08   .9996333  .0165234  .0214538
T 1095 10 .3028336E+08   4000000E+03  .2459E+08 -.1661E+08   .9995285  .0284501 -.0115528
T 1096 10 .3048544E+08   4000000E+03 -.3094E+07  .2059E+08   .9998990  .0030208  .0138899
T 1097 10 .3095599E+08   4000000E+03  .1769E+08 -.6534E+07   .9999422  .0085590  .0065137
T 1098 10 .3041349E+08   4000000E+03 -.1282E+08 -.9131E+07   .9998876 -.0030465 -.0146779
T 1099 10 .3002037E+08   4000000E+03 -.2425E+08  .1712E+08   .9998549 -.0141185  .0095299
T 1100 10 .3086422E+08   4000000E+03 -.4473E+08 -.3662E+07   .9999388 -.0079394 -.0077043
T 1101 10 .3127292E+08   4000000E+03  .2210E+08 -.1935E+07   .9999734  .0068376  .0025486
T 1102 10 .3063888E+08   4000000E+03  .2342E+08  .1869E+08   .9999495  .0024850 -.0097380
T 1103 10 .3044248E+08   4000000E+03  .2440E+08 -.2274E+08   .9998653  .0162612  .0022220
T 1104 10 .3043975E+08   4000000E+03 -.1936E+08 -.1507E+08   .9999423 -.0090835  .0057269
T 1105 10 .3037230E+08   4000000E+03 -.3502E+08 -.7949E+07   .9997934 -.0172147  .0108120
T 1106 10 .3026659E+08   4000000E+03  .1244E+08  .1860E+08   .9998842  .0099760  .0114881
T 1107 10 .3133088E+08   4000000E+03 -.3548E+08 -.1472E+07   .9996495 -.0257746 -.0060374
T 1108 10 .3057406E+08   4000000E+03 -.2794E+07 -.8550E+06   .9999824 -.0053465  .0025574
T 1109 10 .3036761E+08   4000000E+03  .1890E+08  .7204E+08   .9979617 -.0076696  .0633534
T 1110 10 .3069562E+08   4000000E+03 -.4965E+07 -.2054E+08   .9998494  .0024583 -.0171784
T 1111 10 .3072564E+08   4000000E+03  .5044E+07  .6136E+07   .9999664 -.0000631  .0082004
T 1112 10 .3036582E+08   4000000E+03  .1153E+08 -.2872E+08   .9998922 -.0012896 -.0146244
T 1113 10 .3080405E+08   4000000E+03  .1957E+08  .1655E+08   .9999295  .0003491  .0118653
T 1114 10 .3037723E+08   4000000E+03 -.1566E+07  .2258E+06   .9999688  .0006138  .0078754
T 1115 10 .3051325E+08   4000000E+03 -.6794E+07 -.1563E+08   .9999553 -.0067555 -.0066209
T 1116 10 .3025750E+08   4000000E+03  .2866E+07  .4930E+07   .9999802  .0051639  .0035936
T 1117 10 .2999787E+08   4000000E+03 -.9810E+06  .3516E+06   .9999795  .0062673 -.0013027
T 1118 10 .3039023E+08   4000000E+03  .1864E+08  .3506E+08   .9996589  .0174380  .0194444
T 1119 10 .3149895E+08   4000000E+03  .4701E+08 -.6525E+07   .9993970  .0340380 -.0068620
T 1120 10 .3103676E+08   4000000E+03  .1213E+08 -.1991E+08   .9992777 -.0269167 -.0268241
T 1121 10 .3112413E+08   4000000E+03  .2438E+08  .2695E+08   .9999359 -.0009322  .0112844
T 1122 10 .3085055E+08   4000000E+03  .3236E+08 -.3216E+08   .9998177  .0082320 -.0172272
T 1123 10 .3042385E+08   4000000E+03  .3106E+08 -.4619E+07   .9995791  .0268694 -.0109393
T 1124 10 .3059615E+08   4000000E+03  .4734E+08  .2800E+08   .9996042  .0062258  .0274349
T 1125 10 .2969848E+08   4000000E+03  .4634E+07 -.5069E+07   .9998192  .0006577 -.0190046
T 1126 10 .3068930E+08   4000000E+03 -.1603E+08 -.4582E+08   .9998291 -.0130312 -.0131128
T 1127 10 .3000706E+08   4000000E+03 -.1849E+08  .1682E+08   .9998029  .0077471  .0182812
T 1128 10 .3067329E+08   4000000E+03  .2369E+08  .4760E+07   .9998075  .0179818  .0078539
T 1129 10 .3022408E+08   4000000E+03 -.1820E+08  .5269E+07   .9999348 -.0114089  .0005234
T 1130 10 .3097599E+08   4000000E+03 -.5476E+08 -.1132E+08   .9994581 -.0303827 -.0126676
T 1131 10 .3027486E+08   4000000E+03 -.2111E+08 -.3057E+08   .9997290 -.0216610 -.0085280
T 1132 10 .3087498E+08   4000000E+03  .4875E+08 -.7321E+07   .9999908  .0028093  .0032442
T 1133 10 .3083290E+08   4000000E+03  .8886E+07 -.1310E+08   .9999851  .0023548 -.0049335
T 1134 10 .3045937E+08   4000000E+03  .1605E+08 -.2343E+08   .9999205  .0026097 -.0123389
T 1135 10 .3048887E+08   4000000E+03 -.9127E+07  .1132E+08   .9999591  .0062426  .0065512
T 1136 10 .3128288E+08   4000000E+03  .1265E+08 -.1586E+08   .9993891  .0087537  .0338360
T 1137 10 .3114156E+08   4000000E+03  .3340E+08 -.2289E+08   .9999285  .0084823 -.0084325
T 1138 10 .3078345E+08   4000000E+03 -.3768E+08 -.1217E+09   .9992626 -.0265146 -.0277722
T 1139 10 .3036311E+08   4000000E+03 -.5220E+08 -.7891E+07   .9997889 -.0139461 -.0150911
T 1140 10 .3051336E+08   4000000E+03  .1619E+08  .3370E+08   .9990217  .0149907  .0416037
T 1141 10 .3100442E+08   4000000E+03  .4354E+08 -.4281E+08   .9996821  .0138642 -.0210611
T 1142 10 .3085133E+08   4000000E+03  .2416E+08  .1009E+08   .9998618  .0153898  .0062804
T 1143 10 .3037451E+08   4000000E+03  .1013E+08  .1377E+09   .9996298 -.0016150  .0271611
T 1144 10 .3036686E+08   4000000E+03  .3054E+08 -.1989E+07   .9999849  .0054080  .0009295
T 1145 10 .3046515E+08   4000000E+03 -.3367E+08  .3597E+07   .9998960 -.0107125 -.0096575
T 1146 10 .3057147E+08   4000000E+03  .3346E+08  .2346E+08   .9999372  .0050895  .0099843
T 1147 10 .3024030E+08   4000000E+03  .1523E+08  .6140E+08   .9990848  .0085068  .0419200
T 1148 10 .3026684E+08   4000000E+03 -.1900E+08  .3957E+07   .9999416  .0005243  .0107922
T 1149 10 .3064388E+08   4000000E+03  .2095E+08 -.9547E+07   .9998321  .0177993 -.0043617
T 1150 10 .3082836E+08   4000000E+03  .1173E+08 -.1068E+08   .9997862  .0206656 -.0006751
T 1151 10 .3058855E+08   4000000E+03 -.1913E+08  .1129E+08   .9997918 -.0024014  .0202644
T 1152 10 .3037816E+08   4000000E+03 -.2200E+08 -.1189E+08   .9997656  .0014131 -.0216036
T 1153 10 .3038980E+08   4000000E+03  .3538E+08  .2711E+08   .9996738 -.0028392  .0253822
T 1154 10 .3097527E+08   4000000E+03 -.2241E+08 -.2336E+07   .9999481 -.0101453  .0009536
T 1155 10 .3023549E+08   4000000E+03  .7927E+07 -.1217E+08   .9998637 -.0152151  .0064169
T 1156 10 .2980512E+08   4000000E+03 -.1868E+08 -.1373E+08   .9999615 -.0087689 -.0001777
T 1157 10 .3108569E+08   4000000E+03 -.2775E+08  .9791E+06   .9999725 -.0021928 -.0070876
T 1158 10 .3051335E+08   4000000E+03  .1261E+08  .2656E+08   .9999183 -.0041629  .0120816
T 1159 10 .3062523E+08   4000000E+03 -.1326E+07  .3484E+07   .9999503  .0008543  .0099291
T 1160 10 .3069044E+08   4000000E+03 -.1144E+08 -.1666E+08   .9999884 -.0047056 -.0010383
T 1161 10 .3057534E+08   4000000E+03 -.1012E+08  .3893E+07   .9996822 -.0189054  .0166787
T 1162 10 .3106896E+08   4000000E+03  .6658E+07  .3970E+08   .9997920 -.0020110  .0202979
T 1163 10 .3033614E+08   4000000E+03  .8591E+07 -.6904E+07   .9998420  .0166414 -.0062478
T 1164 10 .3090119E+08   4000000E+03 -.2686E+08 -.2923E+08   .9997965 -.0143156 -.0142111
T 1165 10 .3022366E+08   4000000E+03 -.1472E+08  .9887E+07   .9998842 -.0124651  .0087341
T 1166 10 .3024037E+08   4000000E+03  .1120E+08  .1759E+08   .9987185  .0091601  .0497737
T 1167 10 .3050517E+08   4000000E+03 -.7063E+08 -.5549E+07   .9993565 -.0318089 -.0165740
T 1168 10 .3090051E+08   4000000E+03 -.1020E+07  .2163E+08   .9998175  .0085620  .0170780
T 1169 10 .3100421E+08   4000000E+03  .4475E+08 -.7276E+07   .9997572  .0218016  .0031936
T 1170 10 .3045453E+08   4000000E+03 -.5492E+08 -.1796E+08   .9999245 -.0122406 -.0010978
T 1171 10 .3030649E+08   4000000E+03 -.9606E+07  .5799E+07   .9999671 -.0007203 -.0080794
T 1172 10 .3121583E+08   4000000E+03  .1717E+08  .2746E+08   .9993422  .0131947  .0337808
T 1173 10 .3055745E+08   4000000E+03  .8678E+07 -.1232E+08   .9999545  .0080518 -.0051209
T 1174 10 .3027736E+08   4000000E+03  .2750E+08  .1212E+07   .9999597  .0040684 -.0080088
T 1175 10 .3050491E+08   4000000E+03 -.2547E+07  .1202E+08   .9999526  .0087187 -.0043399
T 1176 10 .3084641E+08   4000000E+03 -.7951E+07  .5176E+08   .9988729 -.0092652  .0465520
T 1177 10 .3087037E+08   4000000E+03  .1503E+08 -.3333E+08   .9996739  .0234271 -.0101635
T 1178 10 .3024227E+08   4000000E+03  .1699E+08  .2079E+08   .9995976  .0155817  .0237022
T 1179 10 .3074902E+08   4000000E+03  .2485E+08 -.1697E+08   .9994446  .0308382 -.0126276
T 1180 10 .3075192E+08   4000000E+03 -.8537E+07  .7103E+06   .9999085 -.0135267  .0001849
T 1181 10 .3005996E+08   4000000E+03  .9663E+07 -.4489E+08   .9998928  .0007796 -.0146185
T 1182 10 .3121234E+08   4000000E+03 -.1771E+08 -.1386E+08   .9999112 -.0087710 -.0100330
T 1183 10 .3085744E+08   4000000E+03  .6351E+08 -.4555E+08   .9995164  .0259663 -.0171071
T 1184 10 .3066917E+08   4000000E+03  .1836E+08  .1040E+07   .9999485  .0041417 -.0092637
T 1185 10 .3028913E+08   4000000E+03 -.1201E+08 -.4012E+07   .9999714 -.0022460 -.0072190
T 1186 10 .3028844E+08   4000000E+03  .1174E+08 -.4769E+07   .9999273  .0118697 -.0021020
T 1187 10 .3103006E+08   4000000E+03 -.7985E+06  .5185E+07   .9999003 -.0141199  .0002363
T 1188 10 .3044924E+08   4000000E+03 -.1145E+08  .1858E+08   .9997288 -.0117816  .0200854
T 1189 10 .3118859E+08   4000000E+03  .2268E+07 -.1784E+08   .9997522  .0150264 -.0164222
T 1190 10 .3107176E+08   4000000E+03  .1617E+08 -.3669E+08   .9996680  .0081618 -.0244390
T 1191 10 .3077437E+08   4000000E+03 -.1472E+08  .2399E+08   .9999551 -.0065908  .0068060
T 1192 10 .3081657E+08   4000000E+03  .5915E+08  .1296E+08   .9999114  .0130647  .0025675
T 1193 10 .2999718E+08   4000000E+03  .7134E+07 -.2100E+08   .9999546 -.0093830  .0016352
T 1194 10 .3030999E+08   4000000E+03 -.1625E+08  .1006E+08   .9993939 -.0083856  .0337873
T 1195 10 .3046585E+08   4000000E+03  .3017E+08 -.1196E+08   .9998033  .0163312 -.0112560
T 1196 10 .3052236E+08   4000000E+03  .1593E+08 -.1878E+08   .9999494  .0094005 -.0035735
T 1197 10 .3032227E+08   4000000E+03  .4114E+07 -.4959E+07   .9998891 -.0083033  .0123634
T 1198 10 .3034237E+08   4000000E+03  .8212E+07 -.1838E+08   .9997759 -.0104194 -.0184258
T 1199 10 .3031041E+08   4000000E+03  .1414E+07  .1616E+08   .9998451 -.0053390  .0167714
T 1200 10 .3049185E+08   4000000E+03 -.1527E+07 -.2174E+08   .9998445 -.0038731 -.0172052
T 1201 10 .3091833E+08   4000000E+03 -.2621E+08  .9762E+07   .9997425 -.0224200  .0034912
T 1202 10 .3082526E+08   4000000E+03 -.9729E+07  .3578E+08   .9997324  .0115391  .0200485
T 1203 10 .3050073E+08   4000000E+03  .3382E+08 -.3839E+08   .9997106  .0237361 -.0039230
T 1204 10 .3084801E+08   4000000E+03  .8084E+08 -.1623E+07   .9994416  .0333322  .0023187
T 1205 10 .3059718E+08   4000000E+03 -.5067E+08 -.1765E+08   .9992339 -.0365189 -.0140703
T 1206 10 .3101288E+08   4000000E+03  .5772E+07  .2145E+08   .9998750 -.0013782  .0157538
T 1207 10 .3029043E+08   4000000E+03  .1875E+07 -.3085E+08   .9997030 -.0176147 -.0168405
T 1208 10 .3064610E+08   4000000E+03 -.1061E+08  .5490E+07   .9999718 -.0062013 -.0042253
T 1209 10 .2929839E+08   4000000E+03  .4878E+07 -.2224E+09   .9965341 -.0081453 -.0827859
T 1210 10 .3073972E+08   4000000E+03 -.9695E+07  .2947E+07   .9999482 -.0057733 -.0083852
T 1211 10 .3083784E+08   4000000E+03  .4147E+07 -.1926E+08   .9997599  .0048641 -.0213658
T 1212 10 .3066179E+08   4000000E+03 -.2624E+08  .1306E+07   .9999300 -.0116059  .0022904
T 1213 10 .3080717E+08   4000000E+03  .5168E+07 -.1296E+08   .9999100 -.0125261  .0047965
T 1214 10 .3082898E+08   4000000E+03  .7023E+08 -.1457E+08   .9988975  .0459474 -.0096266
T 1215 10 .3048809E+08   4000000E+03 -.3446E+08 -.1589E+08   .9999687 -.0033792  .0071567
T 1216 10 .3055221E+08   4000000E+03 -.3957E+07 -.6545E+06   .9999390  .0073484 -.0082460
T 1217 10 .3063188E+08   4000000E+03 -.2345E+08  .3285E+08   .9998424 -.0160726  .0075456
T 1218 10 .3050120E+08   4000000E+03 -.2922E+08  .4336E+07   .9998413 -.0159105  .0080091
T 1219 10 .3046276E+08   4000000E+03  .1256E+07 -.8400E+07   .9999948  .0012630 -.0029702
T 1220 10 .3089827E+08   4000000E+03  .8773E+07  .2167E+08   .9993981  .0155355  .0310180
T 1221 10 .3012504E+08   4000000E+03  .3557E+08 -.2603E+08   .9998607  .0166324 -.0013910
T 1222 10 .3027783E+08   4000000E+03  .5572E+07 -.1663E+08   .9999816  .0000260 -.0060723
T 1223 10 .3129854E+08   4000000E+03  .1745E+08  .1747E+08   .9995758  .0009462  .0291101
T 1224 10 .3036875E+08   4000000E+03  .1255E+08  .1475E+07   .9997563  .0208691  .0071930
T 1225 10 .3052285E+08   4000000E+03  .2525E+08 -.1110E+08   .9999867  .0025556 -.0044884
T 1226 10 .3071239E+08   4000000E+03  .1015E+08  .4017E+08   .9998260  .0088337  .0164321
T 1227 10 .3063618E+08   4000000E+03 -.3929E+07 -.3468E+08   .9999402  .0042822 -.0100579
T 1228 10 .3140616E+08   4000000E+03 -.6985E+07 -.8515E+07   .9999061 -.0063748 -.0121305
T 1229 10 .3030986E+08   4000000E+03 -.1145E+07 -.5100E+08   .9995097 -.0053252 -.0308560
T 1230 10 .3060181E+08   4000000E+03 -.1703E+07  .5641E+07   .9998149  .0175151  .0079560
T 1231 10 .3076220E+08   4000000E+03 -.2561E+07  .5041E+07   .9999531  .0036740  .0089589
T 1232 10 .3016376E+08   4000000E+03 -.5933E+08  .1375E+08   .9999437  .0032348 -.0101042
T 1233 10 .3062398E+08   4000000E+03 -.1221E+06  .6885E+07   .9998735  .0032012  .0155774
T 1234 10 .3129766E+08   4000000E+03  .1651E+08  .7772E+07   .9999298  .0044353  .0109859
T 1235 10 .3052387E+08   4000000E+03  .1050E+08  .1636E+08   .9999601  .0088919  .0008049
T 1236 10 .3058331E+08   4000000E+03  .5201E+07  .1125E+08   .9998670  .0151665  .0059884
T 1237 10 .3104598E+08   4000000E+03 -.5832E+08 -.1535E+08   .9992138 -.0312618 -.0243830
T 1238 10 .3090438E+08   4000000E+03  .1223E+07  .4564E+07   .9999480  .0084914 -.0056389
T 1239 10 .3049201E+08   4000000E+03 -.1229E+08 -.1577E+08   .9999644 -.0067885  .0050195
T 1240 10 .3031757E+08   4000000E+03  .2931E+07  .1682E+08   .9999774  .0046807  .0048301
T 1241 10 .3058311E+08   4000000E+03 -.3733E+08 -.9034E+07   .9999173 -.0122955  .0037652
T 1242 10 .2972887E+08   4000000E+03 -.1622E+08  .1309E+08   .9999933  .0007646  .0035680
T 1243 10 .3065185E+08   4000000E+03  .1490E+08 -.3159E+08   .9997892  .0104113 -.0176991
T 1244 10 .3025451E+08   4000000E+03  .1984E+08 -.1438E+07   .9985345  .0523654 -.0136677
T 1245 10 .3053648E+08   4000000E+03  .3194E+08  .1358E+08   .9999263  .0071368  .0098185
T 1246 10 .3088316E+08   4000000E+03 -.4102E+08 -.1231E+08   .9997152 -.0232876  .0052226
T 1247 10 .3121795E+08   4000000E+03 -.2202E+08  .1052E+08   .9997880 -.0094206  .0183096
T 1248 10 .3084959E+08   4000000E+03 -.4177E+07 -.4814E+07   .9999642  .0017410 -.0082851
T 1249 10 .3064349E+08   4000000E+03  .2184E+07  .2640E+08   .9999462  .0103213  .0010601
T 1250 10 .3054205E+08   4000000E+03  .4645E+07  .1180E+08   .9999585  .0066125 -.0062733
