0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 63.0174 1 0
1 -0.0173976 -0.0276187 -0.0474832 -0.0249271 -28.2692  0 0 0 28.4587 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -12.5326 -19.5825 -0.665797 0 0  0 0 0 66.3207 0 0
1 0 0 0 0 0  0 0 0 27.0945 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.0756 -17.2543 -25.6361 -0.434784 0  0 0 0 83.4441 0 0
1 0 0 0 0 0  0 0 0 7.89016 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.43653 -15.3132 -24.7169 -13.602 0  0 0 0 89.0406 0 0
1 0 0 0 0 0  0 0 0 7.02496 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.53805 -16.3454 -26.0327 -10.2695 0  0 0 0 89.4622 0 0
1 0 0 0 0 0  0 0 0 5.41597 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.0306 -17.9564 -25.5728 -0.307866 0  0 0 0 86.2671 0 0
1 0 0 0 0 0  -3.66555 11.5 -446.291 3.24227 0 0.96744
0 0 0 0 0 0  0 0 0 107 1 0
2 -11.0506 -18.0242 -20.8231 0 0  0 0 0 83.9452 0 0
1 0 0 0 0 0  0 0 0 4.1581 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -11.8644 -20.7292 -7.88961 0 0  0 0 0 71.8781 0 0
1 0 0 0 0 0  0 0 0 23 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.4063 -16.5574 -27.0321 -5.21273 0  0 0 0 85.332 0 0
1 0 0 0 0 0  0 0 0 11.4854 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 74.8612 0 0
1 0 0 0 0 0  0 0 0 22.4329 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.7408 -18.288 -20.5087 0 0  0 0 0 79.3385 0 0
1 0 0 0 0 0  0 0 0 11.8618 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -11.2851 -20.4031 -8.47395 0 0  0 0 0 75.385 0 0
1 0 0 0 0 0  0 0 0 13.0165 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.288 -17.7792 -25.7841 -0.313041 0  0 0 0 84.251 0 0
1 0 0 0 0 0  0 0 0 5.91295 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 76.2911 0 0
1 0 0 0 0 0  0 0 0 13.3194 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.4091 -17.7541 -22.8595 0 0  0 0 0 78.2967 0 0
1 0 0 0 0 0  0 0 0 15.3918 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.95761 -16.615 -27.1409 -5.64747 0  0 0 0 84.9705 0 0
1 0 0 0 0 0  0 0 0 10.3344 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -11.7499 -20.7565 -6.98203 0 0  0 0 0 74.0959 0 0
1 0 0 0 0 0  0 0 0 16.6547 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.72489 -15.5524 -25.5434 -11.8712 0  0 0 0 89.3562 0 0
1 0 0 0 0 0  0 0 0 2.99017 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 76.3851 0 0
1 0 0 0 0 0  0 0 0 14.8704 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -11.1534 -20.0532 -9.80304 0 0  0 0 0 70.0041 0 0
1 0 0 0 0 0  0 0 0 24.9086 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 81.0705 0 0
1 0 0 0 0 0  0 0 0 14.9039 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -12.7324 -21.1438 -2.2721 0 0  0 0 0 71.8587 0 0
1 0 0 0 0 0  0 0 0 15.1856 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.8699 -17.3961 -25.2769 -0.202058 0  0 0 0 83.0583 0 0
1 0 0 0 0 0  0 0 0 8.24132 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -11.3686 -20.075 -12.741 0 0  0 0 0 73.8082 0 0
1 0 0 0 0 0  0 0 0 18.9647 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 74.6882 0 0
1 0 0 0 0 0  0 0 0 20.2978 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.1193 -16.0937 -25.5677 -11.5582 0  0 0 0 89.5862 0 0
1 0 0 0 0 0  0 0 0 3.38858 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.99663 -16.4199 -25.5141 -10.9468 0  0 0 0 90.4379 0 0
1 0 0 0 0 0  0 0 0 2.71552 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -11.0549 -18.922 -16.2829 0 0  0 0 0 77.1368 0 0
1 0 0 0 0 0  0 0 0 12.015 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -13.8017 -10.1307 0 0 0  0 0 0 74.8978 0 0
1 0 0 0 0 0  0 0 0 4.1554 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.1764 -15.6914 -25.5385 -12.839 0  0 0 0 89.501 0 0
1 0 0 0 0 0  0 0 0 3.875 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.91096 -16.6994 -26.6124 -6.45686 0  0 0 0 85.9507 0 0
1 0 0 0 0 0  0 0 0 9.19988 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 77.9929 0 0
1 0 0 0 0 0  0 0 0 18.6396 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 72.5508 0 0
1 0 0 0 0 0  0 0 0 23.8044 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -11.1634 -19.3567 -13.8792 0 0  0 0 0 73.7862 0 0
1 0 0 0 0 0  0 0 0 19.4296 0 0
0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 69.2774 0 0
1 0 0 0 0 0  0 0 0 7.84822 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.757 -18.0523 -20.2078 0 0  0 0 0 81.0447 0 0
1 0 0 0 0 0  0 0 0 9.70721 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.018 -16.2972 -27.0221 -5.358 0  0 0 0 85.2071 0 0
1 0 0 0 0 0  0 0 0 8.80887 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.0308 -17.218 -26.6384 -1.08219 0  0 0 0 82.1027 0 0
1 0 0 0 0 0  0 0 0 11.7966 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.3709 -17.4666 -23.4916 0 0  0 0 0 79.0777 0 0
1 0 0 0 0 0  0 0 0 13.9809 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.82624 -17.8782 -24.6244 0 0  0 0 0 79.7325 0 0
1 0 0 0 0 0  0 0 0 13.1368 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.04656 -15.2532 -25.1289 -15.5576 0  0 0 0 90.3043 0 0
1 0 0 0 0 0  3.02003 11.5 -446.825 7.35235 0 7.2784
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.0622 -16.3696 -26.9518 -4.24722 0  0 0 0 85.2414 0 0
1 0 0 0 0 0  0 0 0 7.30168 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.55056 -16.6631 -26.014 -7.18826 0  0 0 0 87.8085 0 0
1 0 0 0 0 0  -11.5 2.92062 -420.111 3.43085 0 2.78857
0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 80.5202 0 0
1 0 0 0 0 0  0 0 0 11.955 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.93579 -16.6225 -26.72 -3.7642 0  0 0 0 84.2063 0 0
1 0 0 0 0 0  0 0 0 9.5482 0 0
0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -9.9337 -17.4158 -25.8247 -0.372633 0  0 0 0 84.3343 0 0
1 0 0 0 0 0  0 0 0 5.99769 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0  0 0 0 77.9803 0 0
1 0 0 0 0 0  0 0 0 14.3678 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -11.0627 -17.352 -25.1334 -0.208518 0  0 0 0 80.4706 0 0
1 0 0 0 0 0  0 0 0 13.4104 0 0
0 0 0 0 0 0  0 0 0 107 1 0
2 -10.4094 -17.013 -27.387 -3.90818 0  0 0 0 86.7109 0 0
1 0 0 0 0 0  0 0 0 5.2519 0 0
