0 0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.47727 -10.3808 -17.4342 -25.9052 -0.53382 0  0 0 0 84.9562 0 0
1 0 0 0 0 0 0  0 0 0 8.33939 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -11.1723 -11.4672 -20.9861 -7.19874 0 0  0 0 0 73.5766 0 0
1 0 0 0 0 0 0  0 0 0 19.7419 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.48385 -9.93435 -16.0445 -25.8935 -9.3672 0  0 0 0 90.3548 0 0
1 0 0 0 0 0 0  0 0 0 2.74285 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 82.9438 0 0
1 0 0 0 0 0 0  0 0 0 12.979 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -11.1719 -12.4334 -20.481 -1.31014 0 0  0 0 0 69.3471 0 0
1 0 0 0 0 0 0  0 0 0 27.331 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.5934 -11.3726 -19.5285 -12.5701 0 0  0 0 0 76.2571 0 0
1 0 0 0 0 0 0  0 0 0 18.7605 0 0
0 0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.02519 -9.43139 -16.7878 -26.7262 -7.28514 0  0 0 0 89.1211 0 0
1 0 0 0 0 0 0  -2.57347 -11.5 -273.668 4.24027 0 4.00857
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.05435 -10.0544 -16.5443 -27.1874 -1.70383 0  0 0 0 86.3379 0 0
1 0 0 0 0 0 0  0 0 0 7.50981 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 75.4408 0 0
1 0 0 0 0 0 0  0 0 0 17.315 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.6392 -11.9187 -20.8812 -4.87878 0 0  0 0 0 73.1515 0 0
1 0 0 0 0 0 0  0 0 0 19.5118 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -11.1135 -12.8305 -18.7349 -0.29486 0 0  0 0 0 68.3559 0 0
1 0 0 0 0 0 0  0 0 0 26.2095 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 90.7687 1 0
1 0 0 0 0 0 0  0 0 0 2.24835 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 93.2887 1 0
1 0 0 0 0 0 0  0 0 0 4.08366 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -11.3336 -12.629 -19.8438 -0.680913 0 0  0 0 0 69.3941 0 0
1 0 0 0 0 0 0  0 0 0 24.7294 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -8.53588 -10.1443 -16.0143 -25.3598 -9.42516 0  0 0 0 90.6321 0 0
1 0 0 0 0 0 0  0 0 0 3.0097 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.86546 -10.0844 -16.7397 -27.0937 -0.98299 0  0 0 0 85.4633 0 0
1 0 0 0 0 0 0  0 0 0 9.87127 0 0
0 0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 80.5916 0 0
1 0 0 0 0 0 0  0 0 0 16.517 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.57327 -10.2963 -16.6095 -27.3304 -3.12037 0  0 0 0 86.9827 0 0
1 0 0 0 0 0 0  0 0 0 7.77261 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.77338 -10.2493 -17.634 -24.739 0 0  0 0 0 85.4484 0 0
1 0 0 0 0 0 0  0 0 0 5.30772 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -8.7395 -9.71418 -15.9862 -25.6624 -10.9458 0  0 0 0 91.0512 0 0
1 0 0 0 0 0 0  0 0 0 3.95714 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.07984 -10.3623 -16.3773 -27.5535 -3.56424 0  0 0 0 86.7186 0 0
1 0 0 0 0 0 0  0 0 0 7.96384 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -8.64033 -9.38803 -16.2806 -26.468 -7.88058 0  0 0 0 88.5336 0 0
1 0 0 0 0 0 0  0 0 0 8.48966 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.7989 -12.2641 -20.9246 -4.42937 0 0  0 0 0 71.7067 0 0
1 0 0 0 0 0 0  0 0 0 22.0176 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 93.772 1 0
1 0 0 0 0 0 0  0 0 0 3.69293 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 91.9897 1 0
1 0 0 0 0 0 0  0 0 0 2.22045 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.65407 -9.75217 -16.4899 -26.6966 -6.64435 0  0 0 0 89.0434 0 0
1 0 0 0 0 0 0  -2.48957 11.5 -296.841 5.97022 0 5.79419
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 79.0606 0 0
1 0 0 0 0 0 0  0 0 0 16.397 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 80.7808 0 0
1 0 0 0 0 0 0  0 0 0 10.4947 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 85.2802 0 0
1 0 0 0 0 0 0  0 0 0 9.55145 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.6445 -11.5788 -20.8336 -6.56549 0 0  0 0 0 72.3723 0 0
1 0 0 0 0 0 0  0 0 0 21.0654 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -11.6404 -12.1218 -20.3003 -0.882843 0 0  0 0 0 69.6914 0 0
1 0 0 0 0 0 0  0 0 0 22.2769 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.3159 -12.1536 -20.3457 -9.10744 0 0  0 0 0 75.3246 0 0
1 0 0 0 0 0 0  0 0 0 16.96 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -11.2652 -12.6614 -19.9032 -0.897275 0 0  0 0 0 68.7528 0 0
1 0 0 0 0 0 0  0 0 0 28.1664 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 76.7665 0 0
1 0 0 0 0 0 0  0 0 0 17.2733 0 0
0 0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -11.285 -12.8299 -19.619 -0.605471 0 0  0 0 0 68.4655 0 0
1 0 0 0 0 0 0  0 0 0 26.2365 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.5691 -11.6421 -19.9238 -9.52526 0 0  0 0 0 75.6101 0 0
1 0 0 0 0 0 0  0 0 0 17.3336 0 0
0 0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.3501 -12.1273 -20.428 -6.33615 0 0  0 0 0 73.0684 0 0
1 0 0 0 0 0 0  0 0 0 19.1156 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 77.6363 0 0
1 0 0 0 0 0 0  0 0 0 16.8087 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -8.89653 -9.49212 -15.914 -26.3156 -9.52749 0  0 0 0 89.213 0 0
1 0 0 0 0 0 0  0 0 0 8.16479 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.7061 -9.70295 -17.1781 -26.0492 -0.729795 0  0 0 0 84.6441 0 0
1 0 0 0 0 0 0  0 0 0 9.05382 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 76.3763 0 0
1 0 0 0 0 0 0  0 0 0 16.5128 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -8.83007 -9.61416 -15.4963 -26.57 -8.38962 0  0 0 0 89.0239 0 0
1 0 0 0 0 0 0  0 0 0 3.7251 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.278 -11.2658 -20.514 -11.113 0 0  0 0 0 77.7888 0 0
1 0 0 0 0 0 0  0 0 0 15.6362 0 0
0 -8.10601 -8.83651 -14.3337 -22.9275 -20.635 -7.0635  0 0 0 107 0 0
2 -9.12248 -9.83342 -17.0152 -27.3093 -2.84065 0  0 0 0 86.2111 0 0
1 0 0 0 0 0 0  0 0 0 11.5309 0 0
0 0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.26153 -10.2399 -17.0426 -27.1492 -3.36461 0  0 0 0 87.3879 0 0
1 0 0 0 0 0 0  0 0 0 6.49652 0 0
0 0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.40137 -10.7884 -18.0889 -24.4391 0 0  0 0 0 84.6722 0 0
1 0 0 0 0 0 0  0 0 0 8.05705 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 82.031 0 0
1 0 0 0 0 0 0  0 0 0 10.968 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 79.419 0 0
1 0 0 0 0 0 0  0 0 0 13.6109 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 77.3924 0 0
1 0 0 0 0 0 0  0 0 0 19.5179 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.60923 -11.0037 -18.3262 -22.6298 0 0  0 0 0 83.1451 0 0
1 0 0 0 0 0 0  0 0 0 10.2263 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.5084 -11.646 -20.5179 -8.26371 0 0  0 0 0 74.5046 0 0
1 0 0 0 0 0 0  0 0 0 17.4376 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 92.2685 1 0
1 0 0 0 0 0 0  0 0 0 2.45554 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -10.5178 -11.754 -20.5964 -6.7396 0 0  0 0 0 72.714 0 0
1 0 0 0 0 0 0  0 0 0 21.6182 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.30422 -10.0815 -15.8184 -25.9189 -10.3599 0  0 0 0 90.7847 0 0
1 0 0 0 0 0 0  0 0 0 6.58301 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.42406 -10.8203 -18.2378 -21.6143 0 0  0 0 0 81.8881 0 0
1 0 0 0 0 0 0  0 0 0 9.94253 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.37141 -10.7201 -17.6947 -22.9785 0 0  0 0 0 83.0084 0 0
1 0 0 0 0 0 0  0 0 0 9.8559 0 0
0 0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 82.8359 0 0
1 0 0 0 0 0 0  0 0 0 11.9217 0 0
0 0 0 0 0 0 0  0 0 0 107 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 69.7132 0 0
1 0 0 0 0 0 0  0 0 0 22.55 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.85546 -11.3269 -18.7445 -17.5747 0 0  0 0 0 78.9346 0 0
1 0 0 0 0 0 0  0 0 0 15.998 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.79388 -10.3497 -16.9131 -24.2229 0 0  0 0 0 82.087 0 0
1 0 0 0 0 0 0  0 0 0 11.612 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 -9.13266 -9.91194 -16.8771 -27.1304 -2.04079 0  0 0 0 85.7527 0 0
1 0 0 0 0 0 0  0 0 0 9.42373 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 80.3331 0 0
1 0 0 0 0 0 0  0 0 0 17.3008 0 0
0 0 0 0 0 0 0  0 0 0 107 1 0
2 0 0 0 0 0 0  0 0 0 80.2996 0 0
1 0 0 0 0 0 0  0 0 0 14.1229 0 0
